,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,mileage,engine_size,horsepower,Seats,Price,Age
5005,Ford Fiesta EXi 1.4 TDCi Ltd,2011,52000,Diesel,Manual,First,17.8,1399,68,5,3.75,12
5006,Honda City 1.5 V AT,2014,60952,Petrol,Automatic,First,16.8,1497,118,5,5.91,9
5007,Maruti Swift VDI BSIV,2013,87192,Diesel,Manual,First,25.2,1248,74,5,4.35,10
5008,Hyundai Grand i10 CRDi SportZ Edition,2014,58000,Diesel,Manual,First,24,1120,70,5,3.25,9
5009,Audi Q7 45 TDI Quattro Technology,2017,59500,Diesel,Automatic,First,14.75,2967,245,7,68,6
5010,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016,16650,Petrol,Manual,First,17,1198,74,5,5.5,7
5011,Honda City i VTEC CVT VX,2018,34696,Petrol,Automatic,First,18,1497,117.3,5,12.08,5
5012,Maruti Baleno Alpha 1.3,2018,42243,Diesel,Manual,First,27.39,1248,74,5,7.48,5
5013,Hyundai Grand i10 CRDi Sportz,2016,57824,Diesel,Manual,First,24,1120,70,5,5.5,7
5014,Maruti Swift Dzire VDi,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3.5,12
5015,Maruti Swift 1.3 VXi,2006,63000,Petrol,Manual,First,16.1,,,,1.6,17
5016,Land Rover Freelander 2 TD4 HSE,2013,72000,Diesel,Automatic,First,0,2179,115,5,15.5,10
5017,Toyota Fortuner 3.0 Diesel,2013,63455,Diesel,Manual,First,11.5,2982,171,7,19,10
5018,Honda Jazz VX Diesel,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8.4,6
5019,Maruti Vitara Brezza LDi Option,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7.25,7
5020,Maruti Swift Dzire VDI,2014,42109,Diesel,Manual,First,23.4,1248,74,5,4.25,9
5021,Skoda Rapid 1.5 TDI AT Elegance,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5.7,8
5022,Land Rover Freelander 2 TD4 SE,2013,46000,Diesel,Automatic,Second,0,2179,115,5,26,10
5023,Maruti Alto 800 LXI,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49,10
5024,Volkswagen Polo Petrol Highline 1.2L,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3,12
5025,Honda City i DTEC SV,2015,65000,Diesel,Manual,First,26,1498,98.6,5,5.95,8
5026,Maruti Swift Dzire LDI,2013,72000,Diesel,Manual,First,23.4,1248,74,5,2.69,10
5027,Audi A4 2.0 TDI 177  Technology Edition,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26,9
5028,Honda City i VTEC VX,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5.5,8
5029,Ford Figo Aspire 1.2 Ti-VCT Ambiente,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85,7
5030,Maruti Vitara Brezza LDi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8.39,5
5031,Renault Duster 110PS Diesel RxL,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7.99,8
5032,Hyundai i20 Active 1.4 SX,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6.95,7
5033,Mahindra Logan Petrol 1.4 GLE,2010,93000,Petrol,Manual,First,15.7,1390,75,5,1.5,13
5034,Honda City ZX GXi,2006,44000,Petrol,Manual,First,17.7,1497,78,5,1.55,17
5035,Ford Figo Petrol EXI,2010,78400,Petrol,Manual,Second,15.6,1196,70,5,2.75,13
5036,Renault Duster Petrol RxL,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4.25,9
5037,Hyundai i10 Sportz 1.2,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2.85,8
5038,Land Rover Discovery Sport TD4 HSE 7S,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56.14,4
5039,Audi Q5 2008-2012 2.0 TFSI Quattro,2009,99100,Petrol,Automatic,Second,9.74,1984,208,5,10,14
5040,Maruti Versa DX2 BS II,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1.25,20
5041,Maruti Swift Dzire ZDI,2017,14000,Diesel,Manual,First,26.59,1248,74,5,7.5,6
5042,Audi A4 2.0 TDI Premium Sport Limited Edition,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25.81,8
5043,Volkswagen Polo 1.2 MPI Comfortline,2014,44000,Petrol,Manual,First,16.47,1198,74,5,4.3,9
5044,Toyota Fortuner 3.0 Diesel,2010,136000,Diesel,Manual,Second,11.5,2982,171,7,11,13
5045,Toyota Fortuner 3.0 Diesel,2010,144113,Diesel,Manual,Second,11.5,2982,171,7,11.75,13
5046,Honda Aord 2.4 MT,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58,11
5047,Maruti Swift ZDi,2012,58133,Diesel,Manual,First,22.9,1248,74,5,4.8,11
5048,Skoda Fabia 1.2 MPI Classic,2008,61000,Petrol,Manual,Second,17.5,1198,70,5,1.65,15
5049,Jeep Compass 2.0 Sport,2017,27000,Diesel,Manual,First,17.1,1956,170,5,15,6
5050,Tata Nano Twist XT,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1,9
5051,Ford Fiesta 1.6 ZXi ABS,2007,145277,Petrol,Manual,First,15.3,1596,101,5,1.65,16
5052,Maruti Celerio ZDi,2015,42000,Diesel,Manual,First,27.62,793,47,5,3.6,8
5053,Toyota Fortuner 3.0 Diesel,2011,86000,Diesel,Manual,First,11.5,2982,171,7,11.5,12
5054,Maruti Celerio ZDi,2015,42150,Diesel,Manual,First,27.62,793,47,5,3.6,8
5055,Hyundai EON Era Plus,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3.05,8
5056,Ford Fiesta Diesel Trend,2011,47000,Diesel,Manual,Second,23.5,1498,90,5,6,12
5057,Volkswagen Polo 1.2 MPI Comfortline,2013,39000,Petrol,Manual,First,16.47,1198,74,5,3.75,10
5058,Volkswagen Polo 1.2 MPI Comfortline,2016,32125,Petrol,Manual,First,16.2,1199,74,5,6.17,7
5059,Maruti Vitara Brezza ZDi,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05,6
5060,Honda Brio S MT,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4.05,10
5061,Maruti Swift Dzire VXi,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4.25,10
5062,Maruti Celerio LXI MT,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75,5
5063,Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,28000,Petrol,Automatic,First,13,1591,121.3,5,11.85,7
5064,Ford Ecosport 1.5 DV5 MT Titanium,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8.24,7
5065,Maruti Swift VDI BSIV W ABS,2016,64000,Diesel,Manual,First,17.8,1248,null ,5,5.99,7
5066,Honda CR-V RVi MT,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6.5,15
5067,Land Rover Discovery Sport SD4 HSE Luxury 7S,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,58.91,4
5068,Mahindra XUV500 W8 2WD,2014,74345,Diesel,Manual,First,15.1,2179,140,7,8,9
5069,Volkswagen Polo 1.2 MPI Highline,2015,58134,Petrol,Manual,First,16.47,1198,74,5,4.64,8
5070,Hyundai i10 Magna AT,2010,30566,Petrol,Automatic,First,19.2,1197,80,5,3.32,13
5071,Hyundai i10 Magna 1.2,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,2.78,11
5072,Chevrolet Cruze LTZ AT,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,8.95,7
5073,Mercedes-Benz E-Class E 200 CGI,2013,50319,Petrol,Automatic,First,12,1991,181.03,5,21.95,10
5074,Hyundai Sonata 2.4 GDI,2013,45000,Petrol,Manual,First,11.7,2359,134,5,7.9,10
5075,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,43627,Petrol,Automatic,First,11.74,1796,186,5,29,16
5076,Volkswagen Polo Diesel Trendline 1.2L,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.25,10
5077,Honda City i VTEC SV,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,5.9,9
5078,Maruti Vitara Brezza ZDi,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,9.88,6
5079,Hyundai Elite i20 Asta Option,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8.78,4
5080,Tata New Safari Dicor EX 4X2,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,2.75,12
5081,Nissan Sunny 2011-2014 Diesel XL,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,5.98,9
5082,BMW 3 Series 330 Ci Convertible,2011,31000,Petrol,Automatic,First,10.9,2497,215,5,31,12
5083,Toyota Corolla 1.8 J,2011,67422,Petrol,Manual,Second,14.53,1798,138,5,3.55,12
5084,Hyundai Verna 1.6 SX,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,6.24,8
5085,Maruti Swift Dzire VDi,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,2.19,14
5086,Maruti Dzire VDI,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5.5,10
5087,Maruti Alto K10 VXI,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,2.1,9
5088,Jaguar XJ 5.0 L V8 Supercharged,2011,43686,Petrol,Automatic,First,10.5,5000,503,4,50.66,12
5089,Mercedes-Benz New C-Class 220 CDI AT,2012,22000,Diesel,Automatic,First,14.84,2143,170,5,14,11
5090,Hyundai Verna CRDi 1.6 SX Option,2013,79225,Diesel,Manual,First,22,1582,126.2,5,5.5,10
5091,Chevrolet Aveo 1.6 LT,2007,63000,Petrol,Manual,Third,14.2,1598,102,5,1.2,16
5092,Maruti Swift VXI BSIV,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,5.3,9
5093,Hyundai Verna 1.6 CRDi S,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6.3,8
5094,Mercedes-Benz GLC 220d Celebration Edition,2017,26192,Diesel,Automatic,First,17.9,2143,168,5,40.47,6
5095,Toyota Fortuner 4x2 Manual,2013,65000,Diesel,Manual,First,13,2982,168.5,7,16.1,10
5096,Audi Q5 2008-2012 2.0 TDI,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,25,9
5097,BMW 3 Series 320d Dynamic,2008,81308,Diesel,Automatic,Second,13.2,1995,170,5,7.95,15
5098,Maruti Alto 800 2016-2019 LXI,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,2.65,7
5099,Maruti Alto K10 2010-2014 VXI,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,2.81,11
5100,Audi A4 1.8 TFSI Technology Edition,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17.5,11
5101,Maruti Swift VXi BSIV,2012,61000,Petrol,Manual,First,16.1,1197,85,5,3.3,11
5102,Maruti Wagon R VXI,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,5.34,4
5103,Skoda Rapid 1.5 TDI Ambition,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8.5,7
5104,Honda Jazz S,2010,82606,Petrol,Manual,Second,16,1198,90,5,2.69,13
5105,Mahindra XUV500 W10 2WD,2015,52000,Diesel,Manual,First,16,2179,140,7,11.5,8
5106,Maruti Ritz VXi,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4.06,12
5107,Mercedes-Benz GLE 250d,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,49,7
5108,Skoda Rapid 1.6 TDI Ambition,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,4.6,11
5109,Hyundai Grand i10 CRDi Magna,2015,63776,Diesel,Manual,First,24,1120,70,5,3.96,8
5110,Hyundai Elite i20 Petrol Asta,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5.6,8
5111,Tata Zest Quadrajet 1.3 75PS XE,2017,45000,Diesel,Manual,First,22.95,1248,74,5,3.75,6
5112,Hyundai i20 Magna 1.4 CRDi,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,5.5,8
5113,Skoda Rapid 1.6 TDI Elegance,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,3,11
5114,Fiat Linea Emotion,2011,48000,Petrol,Manual,First,16,1368,90,5,3,12
5115,Maruti Swift VXI BSIII W/ ABS,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,2.95,13
5116,Tata Indica V2 2001-2011 eLS,2015,80500,Diesel,Manual,First,25,1396,69,5,2.45,8
5117,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2012,119000,Diesel,Automatic,First,14.84,2143,170,5,13.99,11
5118,Mercedes-Benz GLE 350d,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,60.75,7
5119,Hyundai Santro Xing XP,2008,45500,Petrol,Manual,Second,0,1086,null ,5,1.17,15
5120,Honda City V MT AVN,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5,11
5121,Hyundai i20 Magna,2010,58000,Petrol,Manual,Second,18.5,1197,80,5,2.5,13
5122,Toyota Fortuner 4x2 Manual,2015,99000,Diesel,Manual,First,13,2982,168.5,7,20.5,8
5123,Hyundai Grand i10 Magna,2014,31200,Petrol,Manual,First,18.9,1197,82,5,3.9,9
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2009,85000,Diesel,Manual,Second,15,1896,105,5,3.5,14
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8.3,7
5126,Hyundai EON Magna Plus,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,2.5,11
5127,Nissan Micra XV CVT,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,2.65,12
5128,Honda Jazz 1.2 V CVT i VTEC,2016,30534,Petrol,Automatic,First,19,1199,88.7,5,7.42,7
5129,Volkswagen Polo 1.2 MPI Trendline,2016,46399,Petrol,Manual,First,16.47,1198,74,5,4.63,7
5130,Maruti Alto LXi,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,1.09,15
5131,Hyundai Verna 1.6 SX,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,3.8,12
5132,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,58000,Diesel,Automatic,First,10,2148,170,5,15.75,10
5133,Tata Zest Revotron 1.2 XT,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,5.27,8
5134,Honda Brio S Option MT,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75,11
5135,Honda Jazz VX Diesel,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,7.4,7
5136,Maruti Alto K10 VXI AGS,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,3.9,6
5137,Maruti Zen VXi - BS III,2000,90000,Petrol,Manual,Second,17.3,993,60,5,0.7,23
5138,Hyundai i20 Sportz 1.4 CRDi,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,5.9,8
5139,Maruti SX4 S Cross DDiS 320 Zeta,2016,63316,Diesel,Manual,First,22.7,1598,118,5,9.58,7
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,42000,Diesel,Automatic,First,14.21,2143,203,5,24.95,9
5141,Chevrolet Enjoy Petrol LS 7 Seater,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,4.29,8
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2011,67612,Diesel,Automatic,Second,14.21,2143,203,5,11.5,12
5143,Mahindra XUV500 W4,2016,33000,Diesel,Manual,First,16,2179,140,7,9.65,7
5144,Hyundai i10 Sportz,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,3.75,8
5145,Hyundai Getz 1.3 GLS,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,1.1,16
5146,Audi Q7 3.0 TDI quattro,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,31.41,9
5147,Mahindra Scorpio SLE BSIV,2012,99000,Diesel,Manual,Third,12.05,2179,120,8,6,11
5148,Honda Jazz 1.2 SV i VTEC,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,5.55,7
5149,Tata Safari Storme 2012-2015 EX,2017,28000,Diesel,Manual,First,14,2179,138.1,7,10.91,6
5150,Mahindra XUV500 W6 2WD,2014,62000,Diesel,Manual,First,15.1,2179,140,7,7.25,9
5151,Volkswagen Polo Diesel Comfortline 1.2L,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,3.9,11
5152,Maruti Swift Dzire ZDi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,3.95,11
5153,Audi Q3 2.0 TDI,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22,10
5154,Maruti Celerio ZXI,2014,21701,Petrol,Manual,First,23.1,998,67.04,5,3.38,9
5155,Honda City V MT Exclusive,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5,3.45,12
5156,Hyundai i20 1.2 Spotz,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,5.75,7
5157,Renault KWID RXT,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,2.75,7
5158,Mercedes-Benz CLA 200 CDI Sport,2019,20483,Diesel,Automatic,First,17.9,2143,136,5,30.3,4
5159,Ford Ecosport 1.5 DV5 MT Titanium,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5,7.5,9
5160,Hyundai i20 Asta 1.2,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,6.87,8
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7,15.2,8
5162,Nissan Sunny 2011-2014 Diesel XL,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,11
5163,Maruti Swift VDI BSIV,2014,89000,Diesel,Manual,First,25.2,1248,74,5,5.85,9
5164,Maruti A-Star Vxi,2010,68375,Petrol,Manual,First,19,998,66.1,5,2.5,13
5165,Maruti Swift ZXI,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,3.95,10
5166,Mercedes-Benz CLA 200 CDI Sport,2017,39000,Diesel,Automatic,First,17.9,2143,136,5,27,6
5167,Maruti Ertiga ZXI,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6.75,9
5168,Maruti Wagon R LXI,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5,1.5,16
5169,Volkswagen Polo Diesel Trendline 1.2L,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5,3.9,11
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5,6.55,9
5171,Honda City i DTEC VX,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5,9.44,6
5172,Toyota Corolla Altis 1.8 GL,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5,10.77,8
5173,Mahindra XUV500 W8 2WD,2014,58000,Diesel,Manual,First,15.1,2179,140,7,7.5,9
5174,Maruti Alto 800 2016-2019 VXI,2016,4000,Petrol,Manual,First,24.7,796,47.3,5,3,7
5175,BMW 5 Series 530d M Sport,2010,58000,Diesel,Automatic,First,18.59,2993,265,5,11.75,13
5176,Hyundai EON D Lite Plus,2016,29832,Petrol,Manual,First,21.1,814,55.2,5,3.29,7
5177,Maruti Swift Dzire VDI,2016,71156,Diesel,Manual,First,26.59,1248,74,5,6.5,7
5178,Maruti Celerio CNG VXI MT,2015,64687,CNG,Manual,First,31.79,998,58.33,5,3.8,8
5179,Audi A4 2.0 TDI,2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5,18,12
5180,Skoda Superb Elegance 1.8 TSI AT,2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5,4.95,14
5181,Tata Zest Revotron 1.2T XM,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5,4.52,8
5182,Force One LX ABS 7 Seating,2014,41000,Diesel,Manual,First,17,2149,139.07,7,8,9
5183,Honda City i-VTEC VX,2013,38622,Petrol,Manual,First,17.4,1497,117.3,5,6.26,10
5184,Nissan Sunny 2011-2014 XV,2016,18000,Petrol,Manual,First,16.95,1498,97.7,5,7.5,7
5185,Maruti Swift 1.3 LXI,2012,52000,Petrol,Manual,First,16.1,,,,3.65,11
5186,Volkswagen Vento Petrol Highline AT,2011,45000,Petrol,Automatic,First,14.4,1598,103.6,5,3.35,12
5187,Hyundai Verna 1.6 SX VTVT AT,2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5,5.5,9
5188,Hyundai Verna CRDi 1.6 AT SX Plus,2012,79000,Diesel,Automatic,First,22,1582,126.2,5,5.25,11
5189,Audi A4 2.0 TDI Multitronic,2012,88000,Diesel,Automatic,First,16.55,1968,140,5,16.25,11
5190,Maruti SX4 Vxi BSIV,2009,92000,Petrol,Manual,First,15.5,1586,103.3,5,2.7,14
5191,Ford Endeavour 2.2 Titanium AT 4X2,2019,9000,Diesel,Automatic,First,12.62,2198,158,7,32.9,4
5192,Maruti Swift LXI BSIV,2008,50121,Petrol,Manual,First,20.4,1197,83.11,5,3.41,15
5193,Hyundai Grand i10 CRDi Magna,2014,79000,Diesel,Manual,First,24,1120,70,5,4.15,9
5194,Volkswagen Polo 1.5 TDI Highline,2014,46000,Diesel,Manual,Second,20.14,1498,88.8,5,5.9,9
5195,Mercedes-Benz E-Class 230,2012,100000,Petrol,Automatic,First,10,2496,157.7,5,11.5,11
5196,Hyundai i20 Asta 1.2,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,4.75,8
5197,Maruti Alto K10 VXI AGS,2015,25000,Petrol,Automatic,First,24.07,998,67.1,5,3.5,8
5198,Maruti Ertiga VDI,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7,7.25,9
5199,Maruti Celerio VXI AT,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5,4.35,7
5200,Renault KWID Climber 1.0 AMT,2018,38171,Petrol,Automatic,Second,22.5,999,67,5,4.99,5
5201,Mahindra Scorpio SLE BSIV,2013,70359,Diesel,Manual,First,12.05,2179,120,8,7.65,10
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,200000,Diesel,Manual,First,12.8,2494,102,7,9,12
5203,Volkswagen Polo Diesel Highline 1.2L,2017,26969,Diesel,Manual,First,22.07,1199,73.9,5,6.9,6
5204,Ford Figo Diesel ZXI,2011,56500,Diesel,Manual,First,20,1399,68,5,2.9,12
5205,Nissan Terrano XL Plus 85 PS,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5,5.75,9
5206,Force One LX 4x4,2014,41000,Diesel,Manual,First,17,2200,139.01,7,8,9
5207,Renault KWID 1.0 RXT Optional AMT,2017,53105,Petrol,Automatic,First,22.5,999,67,5,4.41,6
5208,Skoda Rapid 1.5 TDI Elegance,2013,23000,Diesel,Manual,First,21.14,1498,103.52,5,4.95,10
5209,Mahindra XUV500 AT W10 FWD,2016,80999,Diesel,Automatic,First,16,2179,140,7,14.4,7
5210,Ford Figo Diesel Titanium,2012,82000,Diesel,Manual,First,20,1399,68.05,5,2.95,11
5211,Mahindra Bolero ZLX,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7,8.14,6
5212,Volkswagen Vento 1.5 TDI Highline,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5,8.45,7
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2015,77000,Diesel,Manual,First,12.99,2494,100,8,12.5,8
5214,Mahindra XUV500 W8 2WD,2012,48000,Diesel,Manual,First,15.1,2179,140,7,6.5,11
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,28232,Petrol,Manual,Second,15.8,1499,110,5,7.72,8
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5,8,12
5217,Tata New Safari DICOR 2.2 VX 4x4,2009,120000,Diesel,Manual,Second,13.93,2179,138,7,3,14
5218,BMW 3 Series 330d Convertible,2013,49000,Diesel,Automatic,First,8.2,2993,245,4,29,10
5219,Volkswagen Polo 1.2 MPI Highline,2014,22000,Petrol,Manual,First,16.47,1198,74,5,4.11,9
5220,Hyundai i20 Magna Optional 1.2,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5,5.37,8
5221,Maruti Ertiga ZDI,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7,6.55,10
5222,Honda City i VTEC V,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5,7,8
5223,Honda City 1.5 S MT,2014,57000,Petrol,Manual,First,17,1497,118,5,5.48,9
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5,6.51,10
5225,Honda Amaze VX i-DTEC,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5,5.15,7
5226,Mahindra XUV500 W8 2WD,2013,140000,Diesel,Manual,Second,15.1,2179,140,7,9,10
5227,Toyota Corolla Altis VL,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5,2.75,15
5228,Hyundai Santro Xing XL eRLX Euro III,2005,126000,Petrol,Manual,Second,17,1086,null ,5,1.2,18
5229,BMW 3 Series 320d,2012,73000,Diesel,Automatic,First,22.69,1995,190,5,12.5,11
5230,Ford EcoSport 1.5 Diesel Trend,2017,63423,Diesel,Manual,First,23,1498,98.96,5,7.69,6
5231,Hyundai i20 Asta Optional with Sunroof 1.2,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,4.57,10
5232,Honda City 1.5 S AT,2013,51000,Petrol,Automatic,First,16.8,1497,118,5,4.5,10
5233,Maruti Ritz VDI (ABS) BS IV,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,4.9,8
5234,Hyundai i10 Era 1.1,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5,1.65,15
5235,Chevrolet Sail 1.2 LS,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,3.25,8
5236,Hyundai Verna 1.6 SX CRDi (O),2012,45000,Diesel,Manual,First,22.32,1582,126.32,5,6.25,11
5237,Hyundai Creta 1.6 SX Option,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,12.13,5
5238,Chevrolet Sail 1.2 LS,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5,3.25,10
5239,Audi Q5 2.0 TDI,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5,29,10
5240,Honda City 1.5 V MT Exclusive,2013,50266,Petrol,Manual,First,17,1497,118,5,5.53,10
5241,Ford EcoSport 1.5 Petrol Titanium,2017,21800,Petrol,Manual,First,17,1497,121.36,5,8.75,6
5242,Audi Q7 3.0 TDI Quattro Premium Plus,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7,37.9,9
5243,Hyundai i10 Magna 1.2,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.4,13
5244,Hyundai i20 1.2 Asta,2014,41681,Petrol,Manual,First,17,1197,80,5,4.55,9
5245,Maruti Swift Dzire 1.2 Vxi BSIV,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,2.65,12
5246,Tata Indica V2 eLX,2017,49000,Diesel,Manual,Second,25,1396,69,5,1.6,6
5247,BMW 5 Series 2010-2013 530d,2012,40471,Diesel,Automatic,Second,16.2,2993,235,5,25.72,11
5248,Maruti Swift VDI,2013,60000,Diesel,Manual,First,22.9,1248,74,5,4.15,10
5249,Ford Freestyle Titanium Plus Petrol,2018,1001,Petrol,Manual,First,19,1194,94.68,5,7.23,5
5250,Hyundai Verna XXi ABS (Petrol),2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5,2.6,15
5251,BMW 3 Series 320d Highline,2008,66000,Diesel,Automatic,Second,16.07,1995,181,5,7.25,15
